isbn13,full_title,authors,published_year,description,refined_categories,average_rating,num_pages,thumbnail
9780060816223,Missing Mom: A Novel,Joyce Carol Oates,2006,"Nikki Eaton, single, thirty-one, sexually liberated, and economically self-supporting, has never particularly thought of herself as a daughter. Yet, following the unexpected loss of her mother, she undergoes a remarkable transformation during a tumultuous year that brings stunning horror, sorrow, illumination, wisdom, and even—from an unexpected source—a nurturing love.","['Young Adult', 'Horror', 'Love']",3.54,464.0,http://books.google.com/books/content?id=kIMxjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060819224,"The Collected Letters of C.S. Lewis, Volume 3: Narnia, Cambridge, and Joy, 1950 - 1963",Clive Staples Lewis,2004,"A final installment of a three-volume series is comprised of personal correspondences as penned during the final part of his life, a time during which he passed his days at Cambridge and wrote the Narnia chronicles.","['Historical', 'Non-fiction', ""Children's"", 'Adventure']",4.49,1840.0,http://books.google.com/books/content?id=BCc6Aq5JaJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060823726,Touch Not the Cat,Mary Stewart,2005,"Bryony Ashley knows that her family's grand estate is both hell and paradise -- once elegant and beautiful, yet mired in debt and shrouded in shadow. Devastated by her father;s sudden strange death abroad, she is nonetheless relieved to learn the responsibility of running Ashley Court has fallen to a cousin. Still, her father's final, dire warning about a terrible family curse haunts her days and her dreams.","['Young Adult', 'Historical', 'Non-fiction', 'Fantasy']",3.91,372.0,http://books.google.com/books/content?id=c5ZqvE5bgOIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060834005,Black Boy: A Record of Childhood and Youth,Richard Wright,2005,"Traces the author's coming of age in the Jim Crow-era South, a period during which he struggled to survive while journeying from innocence to adulthood.","['Historical', 'Non-fiction', ""Children's""]",4.05,432.0,http://books.google.com/books/content?id=orAc3Eok-G8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060834821,The Sheltering Sky,Paul Bowles,2005,"The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.","['Historical', 'Non-fiction', ""Children's"", 'Personal Development']",3.91,313.0,https://covers.openlibrary.org/b/id/37518-M.jpg
9780060837167,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,John Shea,2006,"You've met the Italian mob in The Godfather, now welcome to the real-life world of Irish America's own murderous clan of organized crime The man who has remained silent for more than a decade finally speaks, revealing the gritty true story of his life inside the infamous South Boston Irish mob led by the elusive, Machiavellian kingpin Whitey Bulger, who to this day remains on the lam as one of the world's Ten Most Wanted criminals, second only to Osama bin Laden. John ""Red"" Shea was a top lieutenant in the South Boston Irish mob, rising to this position at the age of twenty-one. Thus began his tutelage under the notorious Irish godfather James ""Whitey"" Bulger. An ice-cold enforcer with a legendary red-hot temper, Shea was a legend among his Southie peers in the 1980s. From the first delivery truck he robbed at thirteen to the start of his twelve-year federal sentence for drug trafficking at twenty-seven, Shea was a portrait in American crime -- a terror, brutal and ruthlessly ambitious. Drug dealer, loan shark, money launderer, and multimillion-dollar narcotics kingpin, Shea was at the pinnacle of power -- until the feds came knocking and eventually obliterated the legendary mob in a well-orchestrated sweep of arrests, fueled by insider tips to the FBI and DEA. While Bulger's other top men turned informant to save their own hides, Shea alone kept his code of honor and his mouth shut -- loyalty that earned him a dozen years of hard time even as the man he was protecting turned out to be, himself, a rat. For in the end, in a remarkable show of betrayal, Bulger turned out to be the FBI's ""main man"" and top informant -- tipping off the feds for decades while still managing to operate one of the most murderous and profitable organized crime outfits of all time. In Rat Bastards, Shea brings that mysterious world and gritty urban Irish American street culture into sharp focus by telling his own story -- of his fatherless upbringing, his apprenticeship on the tough streets of Southie, and his love affair with trouble, boxing, and then the gangster life. In prose that is refreshingly honest, personal, and surprisingly tender, Shea tells his harrowing, unflinching, and unapologetic story. A man who did the crime, did the time, and held fast to the Irish code of silence, which he was raised to follow at any cost, Shea remains a man of honor and in doing so has become a living legend. One of the last of a dying breed, a true stand-up guy. Shea expects no forgiveness and makes no excuses for the life he chose. His story is intense, compelling, and in your face.","['Historical', 'Non-fiction', 'Young Adult', 'Personal Development', 'Adventure', 'Mystery', ""Children's""]",3.51,304.0,http://books.google.com/books/content?id=YggEjFQfDisC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060837334,"The Last Days of Henry VIII: Conspiracies, Treason and Heresy at the Court of the Dying Tyrant",Robert Hutchinson,2005,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight. After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject.","['Historical', 'Non-fiction', 'Young Adult', 'Horror', 'Adventure', 'Mystery', 'Personal Development', ""Children's"", 'Love', 'Religion']",4.14,368.0,http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060837556,The Thorn Birds,Colleen McCullough,2005,"A saga of three generations of the indomitable Cleary family begins in the early 1900s when Paddy Cleary, a poor New Zealand farm laborer, moves his wife and children to the Australian sheep station owned by his wealthy sister, in a new edition of the classic novel of forbidden love between young Meggie Cleary and Father Ralph de Bricassart. Reprint. 15,000 first printing.","['Historical', 'Young Adult']",4.23,673.0,http://books.google.com/books/content?id=mtBZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060838591,"Krakatoa: The Day the World Exploded: August 27, 1883",Simon Winchester,2005,"Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.","['Historical', 'Non-fiction', 'Horror', 'Religion', 'Personal Development', 'Mystery']",3.87,464.0,http://books.google.com/books/content?id=U4wywQfl5s4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060839789,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary",Simon Winchester,2005,"The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857, it was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.","['Historical', 'Non-fiction', 'Mystery', 'Horror', 'Personal Development', 'Adventure', 'Young Adult', 'Love', ""Children's""]",3.84,242.0,http://books.google.com/books/content?id=D4KblwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
